LEVEL,HGHT,TEMP,DWPT,WDIR,WSPD
341.1,8708.3,-29.0,-44.89,257.7,31.49
340.8,8714.1,-29.1,-44.75,256.1,31.68
340.7,8719.0,-29.1,-44.53,257.8,35.77
340.4,8723.7,-29.2,-44.44,263.3,37.71
340.2,8728.2,-29.2,-44.35,265.7,36.35
340.0,8733.3,-29.3,-44.4,265.3,33.82
339.7,8738.5,-29.3,-44.27,265.6,30.13
339.5,8743.4,-29.4,-44.32,263.2,25.85
339.2,8748.6,-29.4,-44.28,262.2,26.05
339.0,8753.8,-29.5,-44.24,263.6,27.8
338.7,8759.6,-29.5,-44.12,260.7,29.55
338.5,8765.6,-29.6,-44.0,257.7,30.71
338.2,8771.9,-29.6,-43.81,257.0,30.91
337.9,8778.3,-29.7,-43.63,258.1,31.49
337.6,8784.8,-29.7,-43.48,255.5,34.21
337.4,8791.3,-29.8,-43.49,252.5,34.79
337.2,8796.4,-29.8,-43.27,254.1,33.63
336.9,8801.2,-29.9,-43.18,253.7,29.94
336.7,8806.6,-29.9,-43.01,251.3,27.41
336.4,8812.0,-30.0,-42.92,253.8,26.05
336.1,8817.0,-30.0,-42.72,262.8,25.66
335.9,8822.2,-30.1,-42.64,267.0,27.41
335.9,8827.0,-30.1,-42.48,270.8,28.38
335.4,8832.8,-30.2,-42.47,271.8,30.13
335.1,8839.8,-30.2,-42.47,268.6,31.68
334.8,8846.7,-30.3,-42.43,263.0,36.16
334.5,8853.6,-30.4,-42.24,262.4,36.54
334.1,8861.8,-30.4,-41.99,263.6,35.96
333.6,8870.6,-30.5,-41.96,264.8,34.41
333.3,8879.8,-30.6,-41.99,266.3,31.88
332.9,8888.6,-30.7,-41.96,267.1,29.35
332.5,8896.0,-30.7,-41.79,268.5,26.24
332.3,8902.3,-30.8,-41.79,262.7,21.77
332.0,8907.4,-30.9,-41.86,250.5,22.16
331.8,8911.2,-30.9,-41.86,242.8,22.94
331.6,8915.2,-31.0,-41.95,240.6,26.82
331.5,8919.1,-31.0,-41.95,243.4,29.55
331.2,8923.9,-31.0,-41.92,249.4,30.32
331.0,8928.8,-31.1,-41.9,256.5,29.55
330.8,8933.7,-31.1,-41.81,260.4,28.96
330.3,8944.9,-31.2,-41.85,263.0,31.49
329.9,8951.5,-31.2,-41.9,262.7,33.43
329.7,8958.3,-31.3,-42.02,263.7,34.41
329.3,8965.5,-31.3,-41.69,263.7,34.41
329.0,8972.9,-31.4,-41.6,265.0,34.21
328.6,8980.2,-31.4,-41.31,264.9,32.66
328.3,8986.4,-31.5,-41.07,266.1,29.94
328.1,8991.0,-31.5,-40.73,261.3,25.08
328.0,8994.9,-31.6,-40.63,254.3,25.08
327.7,8999.2,-31.6,-40.58,246.5,24.88
327.4,9005.0,-31.7,-40.63,247.0,29.16
327.4,9011.9,-31.7,-40.56,252.8,34.41
326.9,9018.3,-31.8,-40.58,258.4,37.71
326.7,9024.1,-31.8,-40.56,262.0,39.07
326.3,9031.4,-31.9,-40.67,264.8,36.16
326.0,9039.1,-32.0,-40.63,265.8,32.46
325.7,9045.2,-32.0,-40.49,270.7,30.91
325.6,9050.0,-32.1,-40.49,278.1,29.16
324.4,9072.5,-32.3,-40.63,262.7,36.35
323.9,9083.9,-32.3,-40.59,254.9,36.35
323.7,9088.1,-32.4,-40.71,254.7,36.93
323.6,9092.2,-32.4,-40.73,260.1,37.13
323.4,9096.2,-32.5,-40.91,264.5,37.13
322.7,9111.7,-32.6,-41.18,259.0,34.79
322.4,9117.6,-32.7,-41.34,253.2,34.99
322.1,9123.2,-32.7,-41.36,252.5,31.68
321.8,9128.7,-32.7,-41.38,253.0,28.96
321.6,9133.9,-32.8,-41.41,254.8,29.74
321.5,9138.4,-32.9,-41.39,256.7,32.46
321.3,9142.6,-32.9,-41.37,258.5,35.38
321.0,9147.1,-32.9,-41.34,261.0,38.49
320.8,9151.6,-33.0,-41.44,263.2,40.24
320.7,9156.6,-33.0,-41.46,265.2,40.82
320.3,9163.8,-33.1,-41.73,262.9,39.46
319.9,9171.0,-33.2,-41.78,262.0,36.74
319.7,9176.2,-33.2,-41.53,259.4,32.27
319.1,9187.8,-33.3,-41.43,264.1,26.24
318.8,9192.8,-33.4,-41.41,262.5,32.66
318.6,9199.2,-33.4,-41.48,265.4,41.4
318.4,9204.0,-33.5,-41.55,268.8,40.82
318.1,9208.5,-33.5,-41.42,271.8,35.96
317.8,9214.2,-33.6,-41.47,275.3,31.88
317.6,9219.1,-33.6,-41.39,268.5,30.13
317.4,9224.0,-33.7,-41.46,259.9,28.38
316.9,9236.2,-33.8,-41.45,254.2,26.44
316.6,9241.3,-33.8,-41.47,256.6,31.3
316.1,9252.2,-33.9,-41.81,280.0,30.91
315.7,9259.9,-34.0,-42.14,269.8,35.77
315.5,9265.8,-34.0,-41.95,262.3,32.66
315.3,9270.5,-34.1,-42.02,261.0,32.46
314.9,9277.6,-34.1,-42.19,262.6,38.49
314.8,9283.0,-34.2,-42.3,264.3,37.32
314.5,9288.2,-34.2,-42.37,252.4,32.66
314.2,9293.6,-34.3,-42.46,249.1,29.94
314.1,9297.4,-34.3,-42.35,251.0,25.27
313.8,9301.4,-34.4,-42.49,258.7,22.74
313.1,9319.9,-34.5,-42.6,248.9,30.13
312.6,9328.2,-34.6,-42.69,242.1,35.96
312.4,9334.2,-34.7,-42.83,246.8,37.13
312.2,9338.7,-34.7,-42.76,259.1,34.6
311.9,9344.8,-34.8,-42.88,265.3,36.16
311.7,9350.9,-34.8,-42.77,265.2,30.71
311.3,9355.9,-34.9,-42.88,273.4,27.21
311.1,9362.8,-35.0,-42.93,276.4,35.96
310.9,9366.6,-35.0,-42.93,272.3,38.29
310.6,9371.8,-35.0,-43.0,270.0,38.68
310.5,9377.1,-35.1,-43.01,266.7,38.1
310.3,9380.8,-35.1,-42.98,265.0,37.52
310.0,9385.9,-35.2,-43.12,263.3,37.52
309.8,9390.9,-35.2,-43.06,264.7,35.18
309.7,9394.7,-35.2,-42.91,266.8,30.13
309.4,9399.6,-35.3,-43.11,262.3,26.05
309.2,9404.9,-35.3,-43.15,259.6,27.99
308.9,9409.3,-35.4,-43.16,267.3,32.85
308.8,9413.8,-35.4,-43.28,277.0,36.35
308.5,9418.5,-35.5,-43.52,275.0,36.16
308.3,9423.0,-35.5,-43.44,262.5,35.38
308.1,9428.2,-35.5,-43.44,252.7,37.13
308.0,9433.6,-35.6,-43.6,253.0,38.1
307.6,9439.9,-35.6,-43.64,257.3,38.49
307.5,9443.0,-35.7,-43.56,263.2,37.71
307.4,9446.0,-35.7,-43.54,266.5,34.79
307.1,9451.2,-35.7,-43.62,268.6,34.02
306.5,9463.1,-35.8,-43.82,273.1,31.3
306.4,9467.8,-35.9,-43.81,269.7,32.07
306.1,9472.1,-35.9,-43.66,269.1,34.02
305.9,9477.4,-35.9,-43.64,269.9,34.41
305.7,9484.6,-36.0,-43.82,273.6,33.24
305.3,9493.1,-36.1,-44.04,276.8,32.66
305.1,9500.9,-36.1,-44.06,271.5,31.88
304.7,9507.7,-36.2,-44.07,266.2,29.16
304.5,9513.1,-36.2,-43.94,256.4,24.88
304.1,9517.2,-36.3,-43.95,244.2,22.94
304.0,9522.0,-36.3,-43.95,251.9,24.49
303.8,9527.6,-36.4,-43.94,261.9,26.24
303.1,9543.9,-36.5,-43.83,264.2,32.27
302.9,9549.0,-36.6,-43.99,258.6,32.46
302.6,9554.6,-36.6,-44.01,255.2,32.27
302.3,9560.8,-36.7,-44.2,255.1,32.27
302.1,9567.7,-36.7,-44.24,261.3,32.27
301.8,9574.3,-36.8,-44.33,267.4,30.52
301.5,9580.4,-36.8,-44.27,272.4,27.6
301.3,9586.0,-36.8,-44.15,275.2,25.66
301.1,9591.3,-36.9,-44.19,273.2,22.94
300.7,9597.3,-36.9,-44.21,262.7,23.52
300.5,9603.8,-37.0,-44.2,260.0,27.8
300.3,9609.6,-37.0,-44.05,258.4,32.07
300.1,9614.1,-37.1,-43.95,258.0,35.57
299.9,9617.6,-37.1,-43.8,258.9,36.74
299.8,9621.6,-37.1,-43.67,258.5,34.21
299.6,9626.4,-37.2,-43.63,258.4,30.13
299.4,9631.6,-37.2,-43.52,262.2,26.63
299.1,9637.1,-37.3,-43.57,272.5,24.69
298.8,9642.1,-37.3,-43.46,278.9,23.33
298.6,9645.8,-37.4,-43.45,280.8,23.52
298.6,9649.9,-37.4,-43.41,282.7,22.94
297.9,9660.9,-37.5,-43.44,265.5,26.63
297.7,9666.3,-37.6,-43.46,261.6,31.68
297.4,9672.2,-37.6,-43.45,259.6,34.21
297.1,9678.6,-37.7,-43.42,265.3,34.02
296.9,9685.4,-37.7,-43.35,277.8,33.24
296.6,9691.7,-37.7,-43.25,290.5,33.24
296.3,9697.5,-37.8,-43.26,295.2,32.07
296.0,9704.3,-37.8,-43.15,288.0,31.68
295.8,9710.7,-37.9,-43.08,277.4,31.3
295.6,9715.8,-37.9,-42.92,267.0,32.46
295.5,9719.5,-37.9,-42.83,259.5,35.57
295.3,9723.3,-38.0,-43.04,260.5,37.9
295.1,9728.3,-38.0,-43.07,264.3,36.74
294.9,9733.7,-38.0,-43.1,269.6,34.41
294.6,9739.5,-38.1,-43.1,277.8,29.35
294.4,9745.4,-38.1,-43.02,286.9,26.05
294.1,9751.5,-38.2,-43.13,295.2,27.41
293.9,9757.8,-38.2,-43.15,292.1,27.41
293.6,9763.6,-38.3,-43.16,285.0,29.94
293.3,9768.5,-38.3,-42.93,282.8,32.07
293.1,9773.5,-38.4,-42.85,282.9,33.43
292.9,9778.6,-38.4,-42.72,283.4,33.63
292.7,9783.2,-38.5,-42.71,280.3,33.82
292.5,9787.5,-38.5,-42.55,277.3,35.38
292.4,9791.9,-38.5,-42.51,274.5,37.9
292.1,9797.1,-38.6,-42.62,269.6,36.54
291.9,9802.9,-38.6,-42.45,270.7,36.16
291.7,9807.9,-38.6,-42.28,271.2,33.43
291.5,9813.1,-38.7,-42.34,274.8,31.68
291.2,9819.0,-38.7,-42.34,279.4,31.1
291.0,9824.5,-38.7,-42.46,285.2,32.46
290.7,9831.0,-38.7,-42.5,286.6,31.88
290.4,9839.2,-38.7,-42.64,282.1,31.88
289.9,9847.0,-38.8,-42.71,279.1,32.07
289.7,9853.2,-38.8,-42.58,278.2,33.05
289.5,9858.3,-38.8,-42.41,279.0,38.49
289.3,9862.8,-38.8,-42.27,282.2,39.65
289.1,9866.9,-38.9,-42.35,289.7,42.18
289.0,9871.3,-38.9,-42.41,288.8,40.63
288.8,9875.6,-38.9,-42.33,287.3,35.96
288.6,9880.2,-38.9,-42.24,292.1,34.41
288.5,9885.5,-38.9,-42.31,292.9,33.05
288.2,9891.0,-38.9,-42.35,291.3,32.27
288.1,9896.1,-38.9,-42.37,287.2,32.66
287.8,9901.1,-38.9,-42.42,285.2,32.85
287.7,9906.8,-39.0,-42.58,283.8,34.21
287.4,9913.0,-39.0,-42.68,281.8,37.52
287.1,9919.2,-39.0,-42.71,279.7,41.6
286.9,9925.2,-39.0,-42.71,277.8,45.1
286.8,9929.5,-39.1,-42.71,278.2,45.29
286.5,9933.1,-39.1,-42.65,281.0,43.93
286.4,9937.8,-39.1,-42.6,281.2,41.6
285.4,9964.1,-39.3,-42.55,268.9,43.35
285.2,9968.1,-39.3,-42.57,267.4,44.51
285.0,9972.8,-39.3,-42.69,265.0,43.54
284.7,9978.8,-39.4,-42.76,266.1,41.99
284.5,9984.3,-39.4,-42.7,268.0,39.65
284.3,9990.0,-39.4,-42.61,270.9,37.52
283.9,10000.3,-39.5,-42.59,277.4,39.85
283.7,10004.2,-39.5,-42.52,272.7,42.57
283.6,10008.2,-39.5,-42.56,269.0,43.35
283.4,10012.7,-39.6,-42.82,264.8,43.74
283.1,10017.5,-39.6,-43.0,262.9,43.15
282.9,10022.8,-39.7,-43.19,262.8,40.24
282.6,10028.8,-39.7,-43.21,264.5,36.35
282.5,10034.9,-39.7,-43.18,269.3,34.21
282.2,10039.9,-39.8,-43.29,279.8,33.43
281.9,10045.0,-39.8,-43.3,286.0,35.18
281.7,10050.7,-39.8,-43.37,282.6,38.1
281.5,10056.6,-39.8,-43.41,278.9,38.1
281.2,10061.8,-39.7,-43.3,275.6,37.52
281.0,10066.9,-39.7,-43.27,270.0,35.77
280.7,10073.3,-39.7,-43.38,270.5,31.88
279.6,10098.4,-39.7,-43.48,267.2,51.32
279.3,10102.1,-39.7,-43.51,265.0,52.09
279.3,10105.5,-39.8,-43.41,267.5,45.68
279.2,10108.5,-39.8,-43.21,274.8,43.35
279.0,10113.0,-39.9,-43.33,273.2,41.02
278.8,10118.6,-39.9,-43.43,275.0,34.79
278.2,10132.1,-40.0,-43.67,278.8,40.04
278.1,10137.4,-40.0,-43.56,276.8,47.43
277.9,10142.5,-40.1,-43.84,279.3,51.51
277.6,10147.9,-40.1,-43.81,283.5,50.35
277.4,10151.9,-40.1,-43.77,286.6,47.24
277.3,10155.7,-40.2,-43.77,288.9,44.13
277.1,10159.9,-40.2,-43.81,290.4,42.76
277.0,10164.0,-40.2,-43.73,287.4,42.38
276.9,10167.8,-40.2,-43.76,286.6,42.38
276.6,10172.3,-40.2,-43.8,286.3,42.57
276.4,10178.0,-40.3,-44.0,287.4,42.38
276.1,10184.3,-40.3,-44.1,288.2,41.02
275.9,10189.9,-40.4,-44.22,286.6,42.57
275.7,10194.6,-40.4,-44.15,283.6,43.74
275.6,10198.4,-40.4,-44.11,280.0,43.74
275.4,10202.6,-40.4,-44.28,272.1,43.35
275.1,10208.0,-40.4,-44.46,276.2,46.65
275.0,10212.6,-40.4,-44.48,284.7,46.46
274.9,10217.3,-40.5,-44.6,288.3,46.26
274.6,10222.7,-40.5,-44.61,290.4,40.43
274.4,10227.7,-40.6,-44.75,294.8,41.4
274.2,10233.0,-40.6,-44.8,287.1,40.82
273.4,10251.6,-40.7,-45.01,280.6,44.32
273.3,10255.0,-40.7,-44.92,275.6,48.79
273.1,10257.4,-40.7,-45.08,277.7,54.82
273.0,10262.0,-40.7,-45.18,281.8,52.48
272.8,10267.6,-40.7,-45.21,283.2,47.24
272.6,10273.2,-40.8,-45.29,282.1,40.24
272.4,10278.7,-40.8,-45.22,276.8,36.16
272.2,10282.6,-40.9,-45.27,272.9,33.43
272.1,10286.4,-40.9,-45.33,275.2,34.6
271.9,10290.5,-41.0,-45.31,276.9,39.46
271.7,10294.9,-41.0,-45.31,279.2,41.4
271.6,10300.4,-41.0,-45.32,283.2,45.49
271.3,10306.7,-41.1,-45.57,277.2,43.93
271.0,10313.1,-41.2,-45.68,275.3,39.07
270.8,10318.7,-41.2,-45.59,283.4,37.13
270.6,10323.3,-41.3,-45.6,295.3,39.65
270.2,10331.3,-41.4,-45.79,294.9,41.02
270.1,10336.4,-41.4,-45.74,286.3,41.6
269.8,10341.5,-41.5,-45.7,280.7,44.13
269.7,10345.2,-41.5,-45.55,280.4,47.04
269.5,10349.0,-41.5,-45.55,280.7,48.4
269.3,10354.4,-41.6,-45.73,284.9,48.4
269.2,10359.2,-41.6,-45.71,287.4,46.26
269.0,10362.9,-41.7,-45.75,289.1,43.54
268.4,10375.7,-41.8,-45.82,271.8,39.07
268.2,10379.5,-41.9,-46.01,267.8,40.43
268.0,10384.7,-41.9,-46.13,270.6,41.99
267.8,10390.6,-42.0,-46.18,276.2,43.54
267.5,10397.0,-42.0,-46.15,285.0,44.32
267.3,10403.9,-42.1,-46.15,292.3,42.96
267.2,10410.5,-42.1,-46.09,293.2,41.4
266.9,10417.3,-42.1,-46.09,289.7,37.32
266.6,10423.3,-42.2,-46.08,286.5,35.57
266.4,10428.5,-42.2,-45.97,284.7,33.24
266.2,10433.4,-42.3,-45.98,286.0,34.6
265.5,10453.0,-42.4,-46.22,280.6,39.46
265.3,10457.7,-42.4,-46.18,277.8,41.79
265.1,10462.2,-42.5,-46.31,281.4,45.49
264.9,10467.8,-42.5,-46.44,290.6,45.29
264.7,10473.2,-42.6,-46.56,294.4,42.38
264.5,10477.1,-42.6,-46.52,293.8,38.68
264.4,10481.7,-42.6,-46.57,291.6,37.13
264.1,10488.2,-42.7,-46.81,291.9,37.32
263.9,10493.5,-42.7,-46.68,288.5,38.1
263.7,10498.5,-42.8,-46.78,280.6,40.63
263.4,10507.3,-42.8,-46.81,284.8,45.49
263.2,10513.1,-42.9,-47.1,283.7,48.01
262.8,10521.0,-42.9,-47.3,274.2,42.18
262.6,10528.9,-43.0,-47.35,275.7,41.4
262.4,10535.9,-43.0,-47.25,288.7,40.24
262.1,10540.7,-43.1,-47.04,294.5,39.46
262.0,10545.3,-43.1,-46.96,302.1,40.63
261.6,10552.8,-43.2,-47.25,303.6,42.76
261.5,10558.3,-43.2,-46.96,295.8,41.79
261.0,10569.3,-43.3,-47.04,289.3,47.82
260.8,10574.9,-43.4,-47.18,281.4,50.15
260.6,10579.6,-43.4,-47.18,279.6,45.68
260.4,10585.5,-43.5,-47.37,286.9,43.74
260.2,10590.8,-43.5,-47.34,294.3,41.79
260.1,10594.7,-43.5,-47.3,300.7,34.41
259.9,10598.7,-43.6,-47.62,305.8,32.27
259.6,10605.3,-43.6,-47.91,298.7,32.66
259.4,10613.1,-43.7,-48.14,291.9,42.57
259.2,10618.2,-43.7,-47.95,290.3,46.65
258.9,10623.5,-43.8,-48.09,291.9,41.02
258.7,10629.3,-43.8,-48.08,294.4,31.88
258.6,10632.0,-43.8,-48.01,291.4,27.6
258.4,10635.4,-43.9,-48.22,291.4,29.16
258.2,10641.1,-43.9,-48.27,293.8,33.24
257.9,10651.2,-44.0,-48.4,283.3,44.71
257.7,10656.2,-44.0,-48.44,281.1,44.71
257.4,10662.6,-44.0,-48.6,279.0,42.18
257.2,10669.5,-44.1,-48.75,277.2,38.49
257.0,10674.0,-44.1,-48.74,278.3,35.96
256.9,10677.9,-44.2,-48.89,275.5,38.1
256.6,10683.3,-44.2,-49.06,277.1,41.02
256.4,10688.8,-44.2,-49.07,278.2,42.96
256.3,10693.0,-44.3,-49.09,278.5,43.15
256.0,10697.8,-44.3,-49.17,275.1,42.57
255.8,10704.9,-44.3,-49.32,270.8,39.85
255.6,10710.4,-44.4,-49.39,271.9,39.27
255.4,10714.0,-44.4,-49.34,272.0,35.77
255.2,10720.5,-44.4,-49.62,272.4,32.07
254.9,10727.0,-44.5,-49.74,275.6,34.99
254.8,10732.2,-44.5,-49.76,286.0,35.57
254.5,10739.3,-44.5,-49.96,295.4,42.96
254.3,10745.3,-44.6,-50.03,295.8,45.87
254.1,10750.0,-44.6,-50.08,299.3,37.32
253.9,10754.6,-44.7,-50.15,292.4,27.99
253.6,10760.8,-44.7,-50.36,283.2,29.94
253.5,10766.2,-44.7,-50.14,283.8,35.57
253.4,10769.8,-44.8,-50.14,284.6,40.43
253.2,10774.8,-44.8,-50.26,286.2,45.1
252.9,10781.0,-44.8,-50.49,286.9,46.46
252.6,10788.3,-44.9,-50.87,286.6,46.26
252.3,10797.4,-45.0,-51.11,284.6,44.13
252.1,10805.8,-45.0,-51.17,283.4,40.43
251.9,10812.5,-45.1,-51.26,282.8,33.43
251.7,10817.6,-45.2,-51.3,281.2,30.13
251.4,10822.2,-45.2,-51.37,283.6,27.6
251.3,10827.2,-45.3,-51.5,286.9,29.16
251.2,10831.5,-45.3,-51.47,290.2,32.85
251.0,10836.1,-45.4,-51.61,291.7,34.41
250.8,10842.2,-45.4,-51.63,288.0,36.74
250.6,10848.3,-45.5,-51.79,281.8,38.49
250.2,10854.2,-45.5,-51.88,278.0,42.38
250.1,10860.3,-45.6,-52.03,278.1,42.96
249.7,10866.3,-45.6,-51.99,279.4,43.54
249.5,10873.0,-45.7,-52.07,283.6,41.4
249.3,10879.4,-45.8,-52.18,288.4,36.16
249.1,10884.6,-45.8,-52.09,292.8,31.49
249.0,10889.2,-45.8,-52.04,295.4,30.91
248.3,10906.5,-46.0,-52.4,280.0,32.27
248.1,10912.4,-46.0,-52.35,273.6,34.21
247.9,10919.3,-46.0,-52.36,271.7,34.02
247.5,10926.0,-46.1,-52.39,273.7,33.05
247.4,10931.0,-46.1,-52.15,277.5,32.46
247.3,10934.6,-46.1,-51.91,279.7,30.71
247.2,10938.5,-46.1,-51.91,278.5,27.02
246.9,10944.7,-46.2,-52.21,279.9,24.88
246.6,10950.6,-46.2,-52.28,279.5,26.63
246.4,10954.0,-46.2,-52.14,280.9,30.13
246.3,10957.4,-46.2,-52.09,274.3,35.18
246.1,10961.5,-46.3,-52.27,270.1,37.13
246.0,10965.9,-46.3,-52.34,266.3,36.54
245.7,10971.5,-46.3,-52.52,268.2,38.29
245.2,10985.2,-46.4,-52.9,277.7,38.88
245.1,10988.8,-46.4,-52.76,275.5,37.32
244.9,10994.0,-46.4,-52.83,275.3,33.82
244.6,11002.3,-46.5,-53.12,277.8,30.91
244.4,11008.6,-46.5,-53.03,277.9,29.74
244.0,11019.8,-46.6,-53.17,266.5,29.35
243.8,11026.2,-46.7,-53.29,268.1,32.66
243.5,11033.7,-46.7,-53.41,286.1,38.29
243.3,11039.0,-46.8,-53.38,291.3,38.1
243.1,11044.0,-46.8,-53.43,289.1,29.74
243.0,11049.3,-46.8,-53.45,276.0,27.6
242.7,11054.8,-46.9,-53.53,270.6,31.68
242.5,11061.5,-46.9,-53.58,278.9,38.29
242.3,11066.6,-47.0,-53.6,291.1,40.43
242.1,11071.8,-47.0,-53.76,298.3,32.66
242.0,11076.9,-47.1,-53.99,302.2,29.16
241.9,11081.5,-47.1,-53.99,293.7,33.82
241.6,11087.1,-47.1,-54.15,288.1,39.46
241.5,11093.0,-47.2,-54.27,282.9,40.24
241.3,11097.4,-47.2,-54.21,280.8,37.13
241.0,11103.3,-47.2,-54.32,280.9,31.49
240.5,11117.1,-47.3,-54.59,284.4,23.71
240.3,11124.7,-47.3,-54.8,281.0,22.74
239.9,11138.1,-47.4,-54.97,280.9,35.96
239.8,11142.3,-47.5,-55.03,281.9,39.85
239.7,11146.2,-47.5,-55.11,285.6,39.27
239.4,11153.3,-47.6,-55.44,288.4,35.18
239.2,11158.7,-47.6,-55.46,289.7,34.02
239.1,11161.5,-47.7,-55.6,292.1,31.1
238.8,11165.5,-47.7,-55.7,294.9,30.13
238.7,11170.3,-47.7,-55.85,297.3,29.16
238.6,11175.3,-47.8,-56.18,298.5,27.99
238.0,11187.5,-47.8,-56.6,289.1,31.68
238.0,11191.7,-47.9,-56.67,285.4,35.18
237.8,11195.7,-47.9,-56.74,280.1,38.88
237.6,11201.3,-47.9,-56.92,274.8,38.49
237.4,11207.2,-48.0,-57.16,274.3,34.6
237.2,11212.8,-48.0,-57.2,274.3,29.74
237.0,11218.8,-48.1,-57.34,282.7,25.46
236.7,11224.3,-48.1,-57.41,291.7,23.33
236.6,11228.0,-48.2,-57.43,294.6,26.05
236.5,11232.4,-48.2,-57.46,291.1,29.16
236.1,11239.3,-48.2,-57.55,284.0,30.71
236.0,11245.7,-48.3,-57.62,279.6,32.46
235.8,11251.6,-48.4,-57.66,279.0,33.24
235.5,11258.2,-48.4,-57.78,281.9,32.85
235.2,11265.0,-48.5,-57.9,285.1,31.1
235.1,11270.9,-48.5,-57.8,287.2,29.74
234.8,11276.3,-48.6,-57.84,287.5,30.71
234.7,11284.7,-48.7,-57.82,288.5,30.32
234.6,11291.5,-48.7,-57.82,287.9,28.19
234.3,11297.0,-48.8,-58.0,292.6,25.27
234.1,11302.1,-48.8,-57.95,284.1,21.97
233.9,11307.1,-48.9,-58.09,270.7,21.19
233.8,11311.9,-48.9,-58.14,267.3,22.74
233.6,11315.6,-49.0,-58.06,269.0,24.3
233.5,11320.0,-49.0,-58.02,280.2,25.66
233.2,11326.0,-49.1,-58.06,288.2,27.6
233.1,11331.0,-49.1,-57.88,283.5,29.35
232.8,11335.8,-49.2,-57.9,281.1,30.13
232.2,11351.5,-49.3,-57.9,263.4,34.41
232.2,11357.4,-49.4,-57.97,267.5,41.99
231.8,11363.2,-49.4,-57.99,266.0,38.88
230.9,11388.4,-49.6,-57.7,280.1,22.94
230.9,11392.8,-49.7,-57.46,273.1,24.69
230.7,11396.4,-49.7,-57.36,261.3,24.69
230.3,11408.4,-49.8,-57.23,270.8,27.41
230.2,11412.7,-49.8,-57.12,266.5,33.82
229.9,11417.6,-49.9,-57.13,271.7,34.41
229.8,11421.8,-49.9,-57.0,281.0,36.35
229.4,11432.7,-50.0,-56.96,289.3,27.41
229.2,11438.3,-50.0,-57.09,281.7,31.68
229.0,11443.1,-50.1,-57.07,282.4,31.68
228.8,11447.4,-50.1,-57.13,283.8,30.52
228.6,11454.3,-50.2,-57.35,293.6,26.44
228.2,11465.8,-50.2,-57.43,283.8,29.16
228.0,11471.0,-50.2,-57.58,284.8,35.57
227.6,11481.5,-50.3,-57.91,286.1,40.82
227.5,11485.3,-50.3,-57.97,284.3,38.88
225.9,11525.8,-50.7,-58.34,267.4,37.13
225.8,11530.4,-50.7,-58.36,273.6,40.24
225.6,11535.2,-50.8,-58.47,278.5,38.68
225.4,11540.6,-50.8,-58.41,280.3,35.38
225.3,11546.2,-50.9,-58.47,279.9,27.02
225.1,11551.7,-50.9,-58.51,280.6,23.91
224.8,11557.2,-51.0,-58.6,283.4,26.24
224.5,11567.1,-51.1,-58.75,272.6,26.24
224.2,11572.6,-51.1,-58.85,268.1,29.74
224.1,11578.1,-51.2,-59.0,273.4,32.85
223.8,11586.5,-51.3,-59.05,288.4,33.05
223.6,11591.4,-51.3,-58.99,286.3,35.77
223.4,11597.1,-51.4,-59.23,287.4,36.93
223.2,11602.4,-51.4,-59.31,283.4,38.68
222.8,11612.7,-51.5,-59.38,279.3,37.32
222.7,11617.1,-51.6,-59.37,277.1,35.18
222.5,11622.3,-51.6,-59.43,285.4,33.43
222.3,11629.2,-51.7,-59.52,283.6,29.94
222.1,11635.2,-51.7,-59.52,277.9,24.49
221.5,11653.3,-51.9,-59.51,281.0,34.99
221.4,11657.3,-52.0,-59.54,280.4,41.21
221.3,11661.1,-52.0,-59.56,279.3,42.76
221.0,11666.3,-52.0,-59.66,280.0,40.82
220.9,11672.4,-52.1,-59.71,281.2,35.57
220.5,11682.1,-52.2,-59.57,283.2,25.46
220.3,11687.1,-52.2,-59.53,281.4,27.8
219.7,11705.4,-52.4,-59.6,273.5,31.49
219.5,11710.2,-52.4,-59.52,265.4,32.85
219.4,11714.4,-52.5,-59.58,263.7,35.38
219.1,11719.2,-52.5,-59.65,265.2,37.52
218.9,11725.3,-52.5,-59.73,268.9,36.16
218.8,11731.0,-52.6,-59.75,274.1,34.6
218.6,11736.5,-52.6,-59.73,278.1,29.74
218.4,11741.9,-52.7,-59.8,280.2,25.08
217.7,11765.7,-52.9,-59.91,272.2,34.6
217.4,11775.3,-53.0,-59.84,263.8,36.74
217.2,11780.3,-53.0,-59.88,266.1,39.46
217.0,11786.4,-53.0,-60.04,261.6,37.9
216.8,11793.5,-53.0,-60.19,260.7,29.55
216.6,11799.4,-53.1,-60.21,266.6,27.6
216.5,11805.7,-53.1,-60.25,278.0,28.77
216.1,11814.2,-53.1,-60.34,286.7,31.1
216.0,11821.4,-53.2,-60.4,287.6,34.21
215.7,11826.8,-53.2,-60.32,286.8,37.13
215.1,11844.8,-53.4,-60.29,274.2,38.49
213.9,11879.5,-53.7,-60.58,253.7,35.77
213.7,11886.9,-53.8,-60.67,263.3,35.96
213.5,11893.3,-53.8,-60.64,271.6,38.29
213.2,11903.3,-53.9,-60.75,291.7,39.85
213.1,11907.1,-54.0,-60.81,293.2,34.6
213.1,11912.0,-54.0,-60.86,284.1,23.33
212.6,11924.2,-54.1,-61.01,257.4,27.21
212.4,11930.1,-54.2,-60.96,262.5,31.88
212.3,11934.1,-54.2,-60.73,270.9,33.24
212.2,11938.0,-54.2,-60.64,279.9,31.88
